date, pm25, pm10, o3, no2, so2, co
2017/6/28, , 31, 23, 18, , 
2017/6/29, , 31, 22, 21, , 
2017/6/30, , 23, 24, 17, , 
2017/1/2, , 17, 6, 30, , 
2017/1/3, , 24, 9, 26, , 
2017/1/4, , 28, 7, 28, , 
2017/1/5, , 23, 13, 23, , 
2017/1/6, , 23, 8, 32, , 
2017/1/7, , 22, 11, 29, , 
2017/1/8, , 27, 10, 26, , 
2017/1/9, , 27, 12, 24, , 
2017/1/10, , 18, 10, 34, , 
2017/1/11, , 24, 11, 25, , 
2017/1/12, , 22, 17, 21, , 
2017/1/13, , 22, 19, 19, , 
2017/1/14, , 14, 21, 18, , 
2017/1/15, , 10, 15, 31, , 
2017/1/16, , 17, 16, 27, , 
2017/1/17, , 19, 7, 33, , 
2017/1/18, , 20, 14, 28, , 
2017/1/19, , 25, 20, 22, , 
2017/1/20, , 27, 22, 14, , 
2017/1/21, , 17, 27, 13, , 
2017/1/22, , 14, 17, 31, , 
2017/1/23, , 10, 6, 27, , 
2017/1/24, , 17, 13, 30, , 
2017/1/25, , 26, 10, 35, , 
2017/1/26, , 20, 5, 43, , 
2017/1/27, , 29, 17, 24, , 
2017/1/28, , 19, 21, 20, , 
2017/1/29, , 13, 7, 38, , 
2017/1/30, , 20, 13, 26, , 
2017/1/31, , 28, 17, 32, , 
2017/2/1, , 25, 17, 23, , 
2017/2/2, , 24, 16, 31, , 
2017/2/3, , 26, 23, 22, , 
2017/2/4, , 25, 29, 11, , 
2017/2/5, , 17, 29, 17, , 
2017/2/6, , 15, 10, 29, , 
2017/2/7, , 18, 24, 23, , 
2017/2/8, , 17, 19, 28, , 
2017/2/9, , 14, 17, 38, , 
2017/2/10, , 21, 25, 24, , 
2017/2/11, , 24, 31, 11, , 
2017/2/12, , 28, 31, 26, , 
2017/2/13, , 42, 20, 27, , 
2017/2/14, , 40, 22, 26, , 
2017/2/15, , 30, 21, 26, , 
2017/2/16, , 32, 14, 30, , 
2017/2/17, , 29, 23, 28, , 
2017/2/18, , 34, 33, 19, , 
2017/2/19, , 23, 22, 21, , 
2017/2/20, , 23, 19, 29, , 
2017/2/21, , 27, 11, 52, , 
2017/2/22, , 34, 4, 45, , 
2017/2/23, , 43, 5, 35, , 
2017/2/24, , 45, 23, 21, , 
2017/2/25, , 23, 31, 18, , 
2017/2/26, , 19, 22, 27, , 
2017/2/27, , 28, 22, 26, , 
2017/2/28, , 30, 25, 21, , 
2017/3/1, , 20, 20, 34, , 
2017/3/2, , 24, 29, 25, , 
2017/3/3, , 23, 30, 13, , 
2017/3/4, , 15, 27, 19, , 
2017/3/5, , 11, 24, 27, , 
2017/3/6, , 14, 26, 20, , 
2017/3/7, , 23, 21, 25, , 
2017/3/8, , 30, 14, 39, , 
2017/3/9, , 31, 22, 44, , 
2017/3/10, , 39, 28, 37, , 
2017/3/11, , 40, 34, 19, , 
2017/3/12, , 26, 23, 22, , 
2017/3/13, , 22, 22, 30, , 
2017/3/14, , 26, 27, 36, , 
2017/3/15, , 32, 28, 45, , 
2017/3/16, , 37, 31, 38, , 
2017/3/17, , 39, 32, 41, , 
2017/3/18, , 34, 36, 31, , 
2017/3/19, , 34, 24, 45, , 
2017/3/20, , 38, 18, 32, , 
2017/3/21, , 39, 26, 22, , 
2017/3/22, , 26, 26, 21, , 
2017/3/23, , 26, 19, 33, , 
2017/3/24, , 20, , , , 
2017/3/27, , 19, 26, 32, , 
2017/3/28, , 22, 22, 37, , 
2017/3/29, , 28, 15, 39, , 
2017/3/30, , 30, 25, 38, , 
2017/3/31, , 7, 23, 26, , 
2016/10/1, , 21, 26, 20, , 
2016/10/2, , 23, 20, 27, , 
2016/10/3, , 23, 18, 27, , 
2016/10/4, , 27, 24, 29, , 
2016/10/5, , 21, 13, 39, , 
2016/10/6, , 22, 19, 28, , 
2016/10/7, , 20, 9, 28, , 
2016/10/8, , 23, , , , 
2016/10/10, , 23, 18, 35, , 
2016/10/11, , 25, 18, 25, , 
2016/10/12, , 19, 12, 38, , 
2016/10/13, , 17, 18, 24, , 
2016/10/14, , 19, 22, 31, , 
2016/10/15, , 19, 30, 30, , 
2016/10/16, , 20, 13, 37, , 
2016/10/17, , 25, 17, 29, , 
2016/10/18, , 27, 12, 30, , 
2016/10/19, , 25, 20, 30, , 
2016/10/20, , 22, 11, 27, , 
2016/10/21, , 20, 14, 28, , 
2016/10/22, , 19, 11, 31, , 
2016/10/23, , 21, 11, 38, , 
2016/10/24, , 35, 1, 37, , 
2016/10/25, , 41, , 31, , 
2016/10/26, , 57, 15, 32, , 
2016/10/27, , 54, 5, 37, , 
2016/10/28, , 36, 5, 38, , 
2016/10/29, , 37, 18, 26, , 
2016/10/30, , 34, 10, 37, , 
2016/10/31, , 25, 21, 30, , 
2016/11/1, , 29, 9, 39, , 
2016/11/2, , 21, 15, 38, , 
2016/11/3, , 33, 9, 33, , 
2016/11/4, , 34, 19, 22, , 
2016/11/5, , 25, 21, 15, , 
2016/11/6, , 16, 16, 25, , 
2016/11/7, , 21, 14, 19, , 
2016/11/8, , 18, 17, 16, , 
2016/11/9, , 20, 15, 21, , 
2016/11/10, , 20, 16, 22, , 
2016/11/11, , 20, 10, 26, , 
2016/11/12, , 20, 8, 25, , 
2016/11/13, , 21, 11, 25, , 
2016/11/14, , 20, 11, 28, , 
2016/11/15, , 21, 6, 33, , 
2016/11/16, , 30, 3, 41, , 
2016/11/17, , 35, 9, 39, , 
2016/11/18, , 41, 12, 24, , 
2016/11/19, , 28, 6, 26, , 
2016/11/20, , 21, 7, 32, , 
2016/11/21, , 28, 11, 28, , 
2016/11/22, , 31, 18, 26, , 
2016/11/23, , 41, 16, 23, , 
2016/11/24, , 22, 11, 22, , 
2016/11/25, , 14, , , , 
2016/11/28, , 15, 9, 30, , 
2016/11/29, , 24, 17, 31, , 
2016/11/30, , 28, 8, 28, , 
2016/12/1, , 32, 3, 34, , 
2016/12/2, , 44, , , , 
2016/12/5, , 25, 16, 22, , 
2016/12/6, , 26, 9, 42, , 
2016/12/7, , 29, 18, 31, , 
2016/12/8, , 25, 18, 33, , 
2016/12/9, , 21, 9, 32, , 
2016/12/10, , 24, 13, 24, , 
2016/12/11, , 20, 3, 48, , 
2016/12/12, , 28, 6, 50, , 
2016/12/13, , 52, 8, 34, , 
2016/12/14, , 31, 3, 40, , 
2016/12/15, , 30, 9, 40, , 
2016/12/16, , 32, 19, 23, , 
2016/12/17, , 27, 16, 25, , 
2016/12/18, , 23, 16, 29, , 
2016/12/19, , 19, 20, 21, , 
2016/12/20, , 12, 14, 30, , 
2016/12/21, , 16, 18, 39, , 
2016/12/22, , 27, 8, 24, , 
2016/12/23, , 22, 5, 27, , 
2016/12/24, , 19, 12, 14, , 
2016/12/25, , 13, 8, 33, , 
2016/12/26, , 22, 1, 36, , 
2016/12/27, , 22, 1, 47, , 
2016/12/28, , 13, 6, 34, , 
2016/12/29, , 15, 11, 35, , 
2016/12/30, , 29, 9, 34, , 
2016/12/31, , 29, 13, 19, , 
2017/1/1, , 19, 11, 27, , 
2016/7/1, , 31, 27, 17, , 
2016/7/2, , 26, 21, 12, , 
2016/7/3, , 19, 19, 26, , 
2016/7/4, , 25, 27, 28, , 
2016/7/5, , 27, 27, 26, , 
2016/7/6, , 30, 26, 22, , 
2016/7/7, , 33, 27, 30, , 
2016/7/8, , 32, 43, 27, , 
2016/7/9, , 36, 43, 17, , 
2016/7/10, , 29, 30, 28, , 
2016/7/11, , 33, 25, 18, , 
2016/7/12, , 34, 22, 19, , 
2016/7/13, , 21, 22, 22, , 
2016/7/14, , 22, 22, 21, , 
2016/7/15, , 27, 29, 16, , 
2016/7/16, , 28, 36, 18, , 
2016/7/17, , 24, 24, 24, , 
2016/7/18, , 25, 30, 20, , 
2016/7/19, , 28, 33, 19, , 
2016/7/20, , 30, 24, 22, , 
2016/7/21, , 40, 24, 24, , 
2016/7/22, , 38, 33, 18, , 
2016/7/23, , 25, 36, 16, , 
2016/7/24, , 13, 28, 22, , 
2016/7/25, , 3, 29, 22, , 
2016/7/26, , 9, 29, 27, , 
2016/7/27, , 22, 29, 24, , 
2016/7/28, , 22, 30, 21, , 
2016/7/29, , 24, , , , 
2016/7/31, , 26, 21, 18, , 
2016/8/1, , 22, 25, 16, , 
2016/8/2, , 24, 24, 18, , 
2016/8/3, , 24, 25, 23, , 
2016/8/4, , 21, 24, 16, , 
2016/8/5, , 24, 29, 15, , 
2016/8/6, , 23, 33, 16, , 
2016/8/7, , 21, 33, 24, , 
2016/8/8, , 24, 31, 17, , 
2016/8/9, , 25, 28, 16, , 
2016/8/10, , 20, 29, 17, , 
2016/8/11, , 26, 34, 17, , 
2016/8/12, , 30, 41, 12, , 
2016/8/13, , 23, 32, 14, , 
2016/8/14, , 19, 35, 12, , 
2016/8/15, , 17, 27, 13, , 
2016/8/16, , 20, 29, 15, , 
2016/8/17, , 31, 35, 14, , 
2016/8/18, , 35, 31, 17, , 
2016/8/19, , 31, 30, 10, , 
2016/8/20, , 38, 29, 11, , 
2016/8/21, , 24, 26, 15, , 
2016/8/22, , 27, 32, 22, , 
2016/8/23, , 25, 22, 33, , 
2016/8/24, , 29, 33, 27, , 
2016/8/25, , 30, 31, 23, , 
2016/8/26, , 20, 31, 15, , 
2016/8/27, , 20, 31, 9, , 
2016/8/28, , 21, 22, 15, , 
2016/8/29, , 24, 18, 19, , 
2016/8/30, , 26, 30, 21, , 
2016/8/31, , 22, 13, 27, , 
2016/9/1, , 27, 24, 24, , 
2016/9/2, , 27, 26, 16, , 
2016/9/3, , 29, 33, 19, , 
2016/9/4, , 32, 27, 31, , 
2016/9/5, , 34, 27, 26, , 
2016/9/6, , 32, 28, 20, , 
2016/9/7, , 22, 26, 21, , 
2016/9/8, , 20, 27, 17, , 
2016/9/9, , 20, 29, 17, , 
2016/9/10, , 20, 34, 15, , 
2016/9/11, , 21, 25, 18, , 
2016/9/12, , 26, 28, 23, , 
2016/9/13, , 28, 25, 20, , 
2016/9/14, , 23, 22, 18, , 
2016/9/15, , 17, 18, 26, , 
2016/9/16, , 20, 17, 13, , 
2016/9/17, , 15, 17, 15, , 
2016/9/18, , 12, , , , 
2016/9/20, , 20, 25, 24, , 
2016/9/21, , 23, 28, 27, , 
2016/9/22, , 24, 24, 25, , 
2016/9/23, , 22, 26, 22, , 
2016/9/24, , 19, 31, 19, , 
2016/9/25, , 15, 28, 25, , 
2016/9/26, , 16, 19, 30, , 
2016/9/27, , 20, 29, 29, , 
2016/9/28, , 22, 24, 29, , 
2016/9/29, , 25, 24, 26, , 
2016/9/30, , 21, 28, 20, , 
2016/4/1, , 32, 21, 20, , 
2016/4/2, , 16, 35, 19, , 
2016/4/3, , 20, 24, 26, , 
2016/4/4, , 23, 22, 27, , 
2016/4/5, , 25, 11, 27, , 
2016/4/6, , 25, 24, 19, , 
2016/4/7, , 22, 24, 20, , 
2016/4/8, , 20, 31, 13, , 
2016/4/9, , 17, 38, 18, , 
2016/4/10, , 24, 28, 23, , 
2016/4/11, , 27, 25, 23, , 
2016/4/12, , 25, 28, 18, , 
2016/4/13, , 23, 25, 28, , 
2016/4/14, , 27, 26, 23, , 
2016/4/15, , 29, 31, 16, , 
2016/4/16, , 27, 34, 10, , 
2016/4/17, , 19, 27, 18, , 
2016/4/18, , 21, 23, 24, , 
2016/4/19, , 21, 36, 22, , 
2016/4/20, , 25, 26, 31, , 
2016/4/21, , 20, 20, 27, , 
2016/4/22, , 21, 23, 20, , 
2016/4/23, , 19, 26, 12, , 
2016/4/24, , 13, 27, 17, , 
2016/4/25, , 19, 30, 23, , 
2016/4/26, , 23, 23, 22, , 
2016/4/27, , 17, 14, 32, , 
2016/4/28, , 15, 26, 24, , 
2016/4/29, , 20, 22, 17, , 
2016/4/30, , 17, 33, 14, , 
2016/5/1, , 12, 28, 15, , 
2016/5/2, , 12, 6, 27, , 
2016/5/5, , 24, 30, 29, , 
2016/5/6, , 24, 30, 22, , 
2016/5/7, , 20, 26, 20, , 
2016/5/8, , 18, 28, 25, , 
2016/5/9, , 26, 10, 31, , 
2016/5/10, , 31, 25, 22, , 
2016/5/11, , 19, 23, 27, , 
2016/5/12, , 20, 17, 30, , 
2016/5/13, , 23, 24, 18, , 
2016/5/14, , 19, 34, 18, , 
2016/5/15, , 17, 36, 16, , 
2016/5/16, , 18, 28, 23, , 
2016/5/17, , 22, 27, 19, , 
2016/5/18, , 24, 25, 20, , 
2016/5/19, , 27, 24, 21, , 
2016/5/20, , 25, 31, 16, , 
2016/5/21, , 25, 30, 12, , 
2016/5/22, , 22, 21, 17, , 
2016/5/23, , 19, 22, 18, , 
2016/5/24, , 21, 21, 27, , 
2016/5/25, , 27, 20, 19, , 
2016/5/26, , 30, 22, 25, , 
2016/5/27, , 32, 26, 20, , 
2016/5/28, , 38, 30, 10, , 
2016/5/29, , 22, 27, 22, , 
2016/5/30, , 18, 24, 21, , 
2016/5/31, , 18, 35, 21, , 
2016/6/1, , 20, 28, 27, , 
2016/6/2, , 21, 26, 24, , 
2016/6/3, , 26, 28, 22, , 
2016/6/4, , 28, 37, 18, , 
2016/6/5, , 24, 21, 25, , 
2016/6/6, , 23, 24, 29, , 
2016/6/7, , 29, 24, 28, , 
2016/6/8, , 30, 31, 30, , 
2016/6/9, , 34, 33, 28, , 
2016/6/10, , 30, 28, 16, , 
2016/6/11, , 25, 26, 17, , 
2016/6/12, , 20, 24, 18, , 
2016/6/13, , 25, 25, 19, , 
2016/6/14, , 24, 21, 17, , 
2016/6/15, , 27, 23, 15, , 
2016/6/16, , 22, 22, 20, , 
2016/6/17, , 28, 24, 17, , 
2016/6/18, , 16, 26, 14, , 
2016/6/19, , 10, 21, 24, , 
2016/6/20, , 16, 20, 29, , 
2016/6/21, , 24, 24, 31, , 
2016/6/22, , 26, 27, 29, , 
2016/6/23, , 25, 36, 19, , 
2016/6/24, , 58, 36, 15, , 
2016/6/25, , 23, 27, 16, , 
2016/6/26, , 22, 23, 15, , 
2016/6/27, , 22, 22, 22, , 
2016/6/28, , 28, 19, 27, , 
2016/6/29, , 32, 24, 24, , 
2016/6/30, , 35, 21, 27, , 
2016/1/4, , 12, 14, 18, , 
2016/1/5, , 10, 22, 7, , 
2016/1/6, , 12, , , , 
2016/1/8, , 31, 19, 20, , 
2016/1/9, , 28, 24, 10, , 
2016/1/10, , 15, 27, 12, , 
2016/1/11, , 23, 22, 14, , 
2016/1/12, , 19, 12, 23, , 
2016/1/13, , 19, 10, 25, , 
2016/1/14, , 22, 18, 21, , 
2016/1/15, , 18, 20, 17, , 
2016/1/16, , 15, 16, 18, , 
2016/1/17, , 15, 8, 28, , 
2016/1/18, , 20, 12, 22, , 
2016/1/19, , 21, 7, 30, , 
2016/1/20, , 21, 9, 30, , 
2016/1/21, , 31, 5, 32, , 
2016/1/22, , 31, 7, 29, , 
2016/1/23, , 34, 17, 23, , 
2016/1/24, , 37, 14, 23, , 
2016/1/25, , 20, 10, 23, , 
2016/1/26, , 21, 11, 21, , 
2016/1/27, , 19, 10, 24, , 
2016/1/28, , 25, 4, 31, , 
2016/1/29, , 34, 15, 15, , 
2016/1/30, , 18, 13, 18, , 
2016/1/31, , 15, 6, 24, , 
2016/2/1, , 17, 6, 27, , 
2016/2/2, , 24, 11, 18, , 
2016/2/3, , 22, 13, 23, , 
2016/2/4, , 16, 18, 24, , 
2016/2/5, , 27, 18, 27, , 
2016/2/6, , 24, 24, 14, , 
2016/2/7, , 19, 15, 24, , 
2016/2/8, , 16, 27, 19, , 
2016/2/9, , 28, 24, 20, , 
2016/2/10, , 25, 21, 28, , 
2016/2/11, , 21, 12, 17, , 
2016/2/12, , 19, 18, 17, , 
2016/2/13, , 18, 28, 12, , 
2016/2/14, , 12, 21, 19, , 
2016/2/15, , 12, 18, 21, , 
2016/2/16, , 14, 19, 18, , 
2016/2/17, , 18, 15, 26, , 
2016/2/18, , 24, 16, 28, , 
2016/2/19, , 25, 23, 26, , 
2016/2/20, , 14, 21, 23, , 
2016/2/21, , 17, 13, 36, , 
2016/2/22, , 35, 15, 26, , 
2016/2/23, , 63, 15, 25, , 
2016/2/24, , 59, 16, 23, , 
2016/2/25, , 34, 13, 24, , 
2016/2/26, , 18, 24, 20, , 
2016/2/27, , 18, 26, 13, , 
2016/2/28, , 11, 19, 22, , 
2016/2/29, , 14, 18, 20, , 
2016/3/1, , 23, 21, 22, , 
2016/3/2, , 18, 25, 17, , 
2016/3/3, , 16, 26, 17, , 
2016/3/4, , 16, 27, 10, , 
2016/3/5, , 7, 22, 9, , 
2016/3/6, , 6, 26, 25, , 
2016/3/7, , 13, 19, 20, , 
2016/3/8, , 17, 15, 21, , 
2016/3/9, , 17, 18, 22, , 
2016/3/10, , 22, 17, 23, , 
2016/3/11, , 24, , , , 
2016/3/14, , 9, 14, 25, , 
2016/3/15, , 26, 23, 20, , 
2016/3/16, , 19, 16, 25, , 
2016/3/17, , 16, 22, 24, , 
2016/3/18, , 19, 25, 23, , 
2016/3/19, , 18, 34, 14, , 
2016/3/20, , 14, 27, 22, , 
2016/3/21, , 16, 19, 27, , 
2016/3/22, , 23, 33, 24, , 
2016/3/23, , 22, 31, 20, , 
2016/3/24, , 26, 35, 18, , 
2016/3/25, , 29, 35, 16, , 
2016/3/26, , 24, 30, 19, , 
2016/3/27, , 20, 24, 12, , 
2016/3/28, , 16, 21, 24, , 
2016/3/29, , 17, 24, 33, , 
2016/3/30, , 27, 25, 26, , 
2016/3/31, , 32, 18, 24, , 
2015/10/1, , 24, 17, 35, , 
2015/10/2, , 29, 20, 29, , 
2015/10/3, , 40, 17, 24, , 
2015/10/4, , 72, 10, 33, , 
2015/10/5, , 27, 19, 28, , 
2015/10/6, , 36, 17, 27, , 
2015/10/7, , 22, 16, 25, , 
2015/10/8, , 21, 15, 32, , 
2015/10/9, , 20, 29, 20, , 
2015/10/10, , 22, 22, 23, , 
2015/10/11, , 20, 24, 18, , 
2015/10/12, , 28, 7, 29, , 
2015/10/13, , 25, 12, 24, , 
2015/10/14, , 20, 19, 26, , 
2015/10/15, , 25, 20, 28, , 
2015/10/16, , 22, 18, 28, , 
2015/10/17, , 22, 15, 32, , 
2015/10/18, , 25, 13, 28, , 
2015/10/19, , 25, 13, 30, , 
2015/10/20, , 24, 13, 24, , 
2015/10/21, , 21, 16, 28, , 
2015/10/22, , 21, 14, 30, , 
2015/10/23, , 29, 12, 34, , 
2015/10/24, , 33, 19, 22, , 
2015/10/25, , 27, 13, 30, , 
2015/10/26, , 22, 10, 31, , 
2015/10/27, , 21, 22, 22, , 
2015/10/28, , 19, 12, 30, , 
2015/10/29, , 19, 6, 36, , 
2015/10/30, , 25, 23, 25, , 
2015/10/31, , 21, 29, 16, , 
2015/11/1, , 25, 27, 19, , 
2015/11/2, , 32, 17, 30, , 
2015/11/3, , 28, 11, 28, , 
2015/11/4, , 21, 9, 33, , 
2015/11/5, , 26, 4, 35, , 
2015/11/6, , 30, 4, 35, , 
2015/11/7, , 41, 20, 21, , 
2015/11/8, , 27, 13, 27, , 
2015/11/9, , 20, 3, 33, , 
2015/11/10, , 30, 6, 35, , 
2015/11/11, , 38, 9, 29, , 
2015/11/12, , 32, 13, 24, , 
2015/11/13, , 22, 12, 14, , 
2015/11/14, , 18, 10, 28, , 
2015/11/15, , 19, 4, 39, , 
2015/11/16, , 37, 2, 26, , 
2015/11/17, , 42, 3, 47, , 
2015/11/18, , 40, 2, 45, , 
2015/11/19, , 52, 19, 26, , 
2015/11/20, , 42, 18, 14, , 
2015/11/21, , 42, 18, 18, , 
2015/11/22, , 19, 15, 26, , 
2015/11/23, , 17, 13, 27, , 
2015/11/24, , 20, 11, 29, , 
2015/11/25, , 20, 8, 35, , 
2015/11/26, , 29, 8, 33, , 
2015/11/27, , 24, 7, 27, , 
2015/11/28, , 26, , , , 
2015/11/30, , 22, 5, 39, , 
2015/12/1, , 33, 19, 40, , 
2015/12/2, , 42, 7, 33, , 
2015/12/3, , 43, 4, 34, , 
2015/12/4, , 34, 2, 33, , 
2015/12/5, , 47, 10, 28, , 
2015/12/6, , 34, 3, 31, , 
2015/12/7, , 28, 16, 24, , 
2015/12/8, , 22, 7, 24, , 
2015/12/9, , 25, 5, 32, , 
2015/12/10, , 26, 8, 23, , 
2015/12/11, , 26, 9, 22, , 
2015/12/12, , 28, 15, 21, , 
2015/12/13, , 19, 5, 32, , 
2015/12/14, , 26, 2, 33, , 
2015/12/15, , 48, 1, 37, , 
2015/12/16, , 50, 7, 38, , 
2015/12/18, , 6, 4, 26, , 
2015/12/19, , 38, 8, 26, , 
2015/12/20, , 45, 8, 23, , 
2015/12/21, , 42, 11, 23, , 
2015/12/22, , 34, 4, 31, , 
2015/12/23, , 37, 11, 27, , 
2015/12/24, , 31, 6, 29, , 
2015/12/25, , 30, 15, 24, , 
2015/12/26, , 29, 16, 26, , 
2015/12/27, , 25, 6, 35, , 
2015/12/28, , 31, 8, 28, , 
2015/12/29, , 27, , 21, , 
2015/12/30, , 26, , , , 
2016/1/3, , 10, 17, 21, , 
2015/7/1, , 32, 27, 25, , 
2015/7/2, , 29, 27, 36, , 
2015/7/3, , 29, 36, 36, , 
2015/7/4, , 32, 42, 21, , 
2015/7/5, , 29, 27, 38, , 
2015/7/6, , 34, 28, 34, , 
2015/7/7, , 39, 26, 21, , 
2015/7/8, , 38, 24, 19, , 
2015/7/9, , 35, 22, 26, , 
2015/7/10, , 42, 33, 14, , 
2015/7/11, , 38, 31, 11, , 
2015/7/12, , 34, 24, 19, , 
2015/7/13, , 30, 25, 23, , 
2015/7/14, , 34, 20, 30, , 
2015/7/15, , 41, 22, 30, , 
2015/7/16, , 40, 19, 23, , 
2015/7/17, , 33, 28, 12, , 
2015/7/18, , 32, 31, 12, , 
2015/7/19, , 30, 23, 19, , 
2015/7/20, , 30, 19, 17, , 
2015/7/21, , 33, 34, 22, , 
2015/7/22, , 29, 27, 10, , 
2015/7/23, , 26, 20, , , 
2015/7/24, , 32, 23, , , 
2015/7/25, , 27, 29, , , 
2015/7/26, , 26, 20, 19, , 
2015/7/27, , 29, 15, 21, , 
2015/7/28, , 27, 19, 17, , 
2015/7/29, , 35, 20, 16, , 
2015/7/30, , 26, 29, 13, , 
2015/7/31, , 24, 29, , , 
2015/8/1, , 19, 37, , , 
2015/8/2, , 14, 26, 19, , 
2015/8/3, , 20, 27, 18, , 
2015/8/4, , 27, 23, 25, , 
2015/8/5, , 27, 24, 17, , 
2015/8/6, , 28, 21, 19, , 
2015/8/7, , 28, 22, 15, , 
2015/8/8, , 25, 29, 4, , 
2015/8/9, , 22, 25, 19, , 
2015/8/10, , 17, 29, 16, , 
2015/8/11, , 19, 21, 18, , 
2015/8/12, , 23, 17, 18, , 
2015/8/13, , 26, 25, 15, , 
2015/8/14, , 24, 24, 14, , 
2015/8/15, , 15, 30, 14, , 
2015/8/16, , 12, 26, 17, , 
2015/8/17, , 15, 18, 22, , 
2015/8/18, , 16, 30, 19, , 
2015/8/19, , 16, 25, 19, , 
2015/8/20, , 19, 26, 16, , 
2015/8/21, , 20, 27, 15, , 
2015/8/22, , 19, 31, 11, , 
2015/8/23, , 18, 23, 15, , 
2015/8/24, , 22, 22, 18, , 
2015/8/25, , 24, 24, 14, , 
2015/8/26, , 23, 23, 17, , 
2015/8/27, , 22, 17, 19, , 
2015/8/28, , 21, 24, 12, , 
2015/8/29, , 17, 27, 13, , 
2015/8/30, , 19, 22, 24, , 
2015/8/31, , 30, 22, 20, , 
2015/9/1, , 35, 26, 20, , 
2015/9/2, , 21, 26, 20, , 
2015/9/3, , 17, 14, 29, , 
2015/9/4, , 19, 26, 19, , 
2015/9/5, , 17, 28, 17, , 
2015/9/6, , 17, 23, 22, , 
2015/9/7, , 19, 27, 27, , 
2015/9/8, , 20, 31, 33, , 
2015/9/9, , 25, 22, 30, , 
2015/9/10, , 25, 29, 24, , 
2015/9/11, , 22, 32, 19, , 
2015/9/12, , 20, 32, 19, , 
2015/9/13, , 22, 25, 19, , 
2015/9/14, , 20, 20, 28, , 
2015/9/15, , 21, 23, 22, , 
2015/9/16, , 31, 24, 15, , 
2015/9/17, , 30, 22, 24, , 
2015/9/18, , 18, 29, 21, , 
2015/9/19, , 21, 25, 16, , 
2015/9/20, , 18, 23, 26, , 
2015/9/21, , 19, 24, 27, , 
2015/9/22, , 26, 19, 21, , 
2015/9/23, , 22, 27, 18, , 
2015/9/24, , 19, 20, 33, , 
2015/9/25, , 26, 23, 24, , 
2015/9/26, , 24, 25, 21, , 
2015/9/27, , 18, 24, 27, , 
2015/9/28, , 19, 23, 25, , 
2015/9/29, , 24, 19, 26, , 
2015/9/30, , 22, 12, 35, , 
2015/4/1, , 24, 5, 37, , 
2015/4/2, , 28, 30, 14, , 
2015/4/3, , 26, 29, 13, , 
2015/4/4, , 22, 24, 9, , 
2015/4/5, , 19, , , , 
2015/4/7, , 24, 32, 24, , 
2015/4/8, , 21, 31, 28, , 
2015/4/9, , 21, 31, 35, , 
2015/4/10, , 22, 34, 20, , 
2015/4/11, , 23, 38, 21, , 
2015/4/12, , 22, 27, 42, , 
2015/4/13, , 28, 23, 41, , 
2015/4/14, , 39, 27, 40, , 
2015/4/15, , 41, 25, 31, , 
2015/4/16, , 37, 21, 29, , 
2015/4/17, , 34, 5, 29, , 
2015/4/18, , 29, , 14, , 
2015/4/19, , 20, 23, 27, , 
2015/4/20, , 17, 22, 32, , 
2015/4/21, , 21, 14, 43, , 
2015/4/22, , 25, 25, 33, , 
2015/4/23, , 26, 30, 26, , 
2015/4/24, , 27, 31, 17, , 
2015/4/25, , 35, 25, 20, , 
2015/4/26, , 40, 19, 18, , 
2015/4/27, , 21, 22, 23, , 
2015/4/28, , 19, 24, 24, , 
2015/4/29, , 22, 24, 23, , 
2015/4/30, , 26, 30, 18, , 
2015/5/1, , 30, 26, 27, , 
2015/5/2, , 32, 31, 18, , 
2015/5/3, , 26, 27, 27, , 
2015/5/4, , 28, 21, 31, , 
2015/5/5, , 37, 22, 35, , 
2015/5/6, , 40, 25, 32, , 
2015/5/7, , 35, 21, 29, , 
2015/5/8, , 36, 31, 21, , 
2015/5/9, , 39, 29, 21, , 
2015/5/10, , 32, 22, 32, , 
2015/5/11, , 38, 20, 36, , 
2015/5/12, , 37, 26, 26, , 
2015/5/13, , 40, 22, 29, , 
2015/5/14, , 42, 24, 20, , 
2015/5/15, , 43, 31, 17, , 
2015/5/16, , 31, 28, 25, , 
2015/5/17, , 24, 24, 30, , 
2015/5/18, , 35, 18, 31, , 
2015/5/19, , 33, 34, 25, , 
2015/5/20, , 19, 24, 23, , 
2015/5/21, , 16, 23, 28, , 
2015/5/22, , 21, 27, 22, , 
2015/5/23, , 20, 29, 22, , 
2015/5/24, , 19, 23, 38, , 
2015/5/25, , 26, 25, 22, , 
2015/5/26, , 28, 25, 24, , 
2015/5/27, , 25, 25, 24, , 
2015/5/28, , 30, 23, 34, , 
2015/5/29, , 31, 27, 23, , 
2015/5/30, , 26, 30, 23, , 
2015/5/31, , 20, 31, 20, , 
2015/6/1, , 19, 25, 27, , 
2015/6/2, , 23, 18, 34, , 
2015/6/3, , 31, 22, 41, , 
2015/6/4, , 42, 23, 37, , 
2015/6/5, , 35, 37, 32, , 
2015/6/6, , 34, 40, 22, , 
2015/6/7, , 32, 32, 34, , 
2015/6/8, , 53, 24, 36, , 
2015/6/9, , 17, 35, 31, , 
2015/6/10, , 22, 30, 24, , 
2015/6/11, , 28, 29, 27, , 
2015/6/12, , 29, 41, 15, , 
2015/6/13, , 26, 26, 13, , 
2015/6/14, , 21, 32, 24, , 
2015/6/15, , 19, 32, 27, , 
2015/6/16, , 18, 28, 27, , 
2015/6/17, , 19, 36, 27, , 
