date, pm25, pm10, o3, no2, so2, co
2021/6/1, , 27, 32, 13, , 
2021/6/2, , 25, 30, 13, , 
2021/6/3, , 23, 30, 15, , 
2021/6/4, , 25, 28, 11, , 
2021/6/5, , 22, 29, 10, , 
2021/6/6, , 21, 27, 17, , 
2021/6/7, , 24, 24, 21, 1, 
2021/6/8, , 31, 26, 23, 1, 
2021/6/9, , 33, 33, 27, 1, 
2021/6/10, , 34, 33, 29, 1, 
2021/6/11, , 32, 42, 22, , 
2021/6/12, , 30, 41, 18, 1, 
2021/6/13, , 27, 36, 34, 1, 
2021/6/14, , 30, 33, 33, 1, 
2021/6/15, , 37, 31, 26, 1, 
2021/6/16, , 34, 30, 16, , 
2021/6/17, , 26, 29, 20, , 
2021/6/18, , 41, 22, 16, , 
2021/6/19, , 40, 28, 13, , 
2021/6/20, , 44, 24, 15, , 
2021/6/21, , 39, 22, 17, , 
2021/6/22, , 30, 26, 17, 1, 
2021/6/23, , 24, 36, 10, 2, 
2021/6/24, , 61, 27, 12, , 
2021/6/25, , 24, 28, 13, , 
2021/6/26, , 20, 30, 11, , 
2021/6/27, , 20, 25, 18, , 
2021/6/28, , 21, 26, 17, , 
2021/6/29, , 22, 25, 15, , 
2021/6/30, , 23, 24, 17, , 
2021/1/4, , 14, 13, 17, 1, 
2021/1/5, , 12, 12, 17, , 
2021/1/6, , 15, 10, 18, , 
2021/1/7, , 17, 11, 16, , 
2021/1/8, , 20, 22, 7, , 
2021/1/9, , 13, 21, 10, , 
2021/1/10, , 5, 13, 11, , 
2021/1/11, , 10, 19, 11, , 
2021/1/12, , 11, 17, 11, , 
2021/1/14, , 11, 13, 19, 1, 
2021/1/15, , 13, 15, 16, , 
2021/1/16, , 18, 15, 17, , 
2021/1/17, , 13, 6, 27, 9, 
2021/1/18, , 23, 17, 20, , 
2021/1/19, , 24, 15, 21, , 
2021/1/20, , 20, 10, 23, , 
2021/1/21, , 23, 23, 13, , 
2021/1/22, , 18, 23, 6, , 
2021/1/23, , 9, 22, 7, , 
2021/1/24, , 9, 23, 12, , 
2021/1/25, , 10, 19, 15, 1, 
2021/1/26, , 14, 9, 24, 1, 
2021/1/27, , 18, 2, 26, 1, 
2021/1/28, , 29, 3, 18, 1, 
2021/1/29, , 24, 9, 12, 1, 
2021/1/30, , 16, 9, 4, 1, 
2021/1/31, , 10, 22, 11, , 
2021/2/1, , 13, 19, 19, 1, 
2021/2/2, , 20, 16, 22, 1, 
2021/2/3, , 21, 14, 20, , 
2021/2/4, , 27, 18, 19, , 
2021/2/5, , 22, 19, 14, , 
2021/2/6, , 51, 19, 7, , 
2021/2/7, , 58, 14, 19, , 
2021/2/8, , 11, 17, 18, , 
2021/2/9, , 13, 20, 14, , 
2021/2/10, , 12, 14, 22, , 
2021/2/11, , 11, 5, 32, 1, 
2021/2/12, , 29, 20, 14, , 
2021/2/13, , 26, 24, 9, , 
2021/2/14, , 14, 19, 17, , 
2021/2/15, , 19, 22, 15, , 
2021/2/16, , 17, 21, 22, , 
2021/2/17, , 18, 25, 19, , 
2021/2/18, , 23, 20, 23, , 
2021/2/19, , 25, 28, 18, , 
2021/2/20, , 33, 30, 10, , 
2021/2/21, , 27, 25, 25, , 
2021/2/22, , 57, 22, 16, , 
2021/2/23, , 52, 22, 19, , 
2021/2/24, , 35, 21, 18, , 
2021/2/25, , 25, 16, 21, , 
2021/2/26, , 26, 22, 16, , 
2021/2/27, , 31, 28, 9, , 
2021/2/28, , 31, 26, 16, , 
2021/3/1, , 33, 29, 17, , 
2021/3/2, , 40, 26, 18, , 
2021/3/3, , 40, 25, 20, , 
2021/3/4, , 36, 20, 22, , 
2021/3/5, , 41, 22, 16, , 
2021/3/6, , 40, 29, 10, , 
2021/3/7, , 26, 18, 19, , 
2021/3/8, , 26, 15, 16, , 
2021/3/9, , 20, 22, 16, , 
2021/3/10, , 20, 24, 19, , 
2021/3/11, , 26, 21, 20, , 
2021/3/12, , 27, 27, 10, , 
2021/3/13, , 18, 28, 9, , 
2021/3/14, , 21, 26, 13, , 
2021/3/15, , 19, 22, 18, , 
2021/3/16, , 22, 24, 18, , 
2021/3/17, , 23, 23, 14, , 
2021/3/18, , 26, 20, 18, , 
2021/3/19, , 16, 29, 14, , 
2021/3/20, , 14, 27, 11, , 
2021/3/21, , 17, 18, 17, , 
2021/3/22, , 21, 24, 17, , 
2021/3/23, , 23, 27, 23, , 
2021/3/24, , 28, 30, 23, , 
2021/3/25, , 34, 35, 13, , 
2021/3/26, , 29, 29, 12, , 
2021/3/27, , 28, 30, 14, , 
2021/3/28, , 23, 29, 25, , 
2021/3/29, , 26, 27, 22, , 
2021/3/30, , 27, 24, 26, , 
2021/3/31, , 29, 33, 29, , 
2020/10/1, , 22, 18, 18, , 
2020/10/2, , 20, 23, 8, , 
2020/10/3, , 10, 24, 10, , 
2020/10/4, , 10, 17, 14, , 
2020/10/5, , 13, 18, 21, , 
2020/10/6, , 16, 15, 19, , 
2020/10/7, , 25, 16, 17, , 
2020/10/8, , 25, 15, 24, , 
2020/10/9, , 29, 18, 18, , 
2020/10/10, , 25, 22, 11, , 
2020/10/11, , 15, 24, 12, , 
2020/10/12, , 9, 22, 20, , 
2020/10/13, , 11, 15, 18, , 
2020/10/14, , 15, 15, 17, , 
2020/10/15, , 10, 18, 19, , 
2020/10/16, , 14, 24, 23, , 
2020/10/17, , 18, 26, 22, , 
2020/10/18, , 21, 21, 34, 1, 
2020/10/19, , 24, 34, 29, 1, 
2020/10/20, , 28, 29, 27, , 
2020/10/21, , 42, 20, 32, , 
2020/10/22, , 70, 20, 21, , 
2020/10/23, , 47, 24, 13, , 
2020/10/24, , 18, 22, 12, , 
2020/10/25, , 13, 21, 13, , 
2020/10/26, , 17, 17, 16, , 
2020/10/27, , 14, 12, 23, , 
2020/10/28, , 22, 15, 28, 1, 
2020/10/29, , 28, 12, 26, , 
2020/10/30, , 29, 24, 20, , 
2020/10/31, , 32, 25, 17, , 
2020/11/1, , 28, 20, 22, , 
2020/11/2, , 28, 15, 19, , 
2020/11/3, , 28, 9, 17, , 
2020/11/4, , 17, 20, 17, , 
2020/11/5, , 15, 21, 13, , 
2020/11/6, , 19, 20, 15, 1, 
2020/11/7, , 23, 16, 15, , 
2020/11/8, , 23, 13, 28, 1, 
2020/11/9, , 19, 11, 28, , 
2020/11/10, , 28, 17, 20, , 
2020/11/11, , 22, 12, 24, 1, 
2020/11/12, , 19, 5, 33, , 
2020/11/13, , 27, 3, 19, , 
2020/11/14, , 31, , , 1, 
2020/11/17, , 25, 11, 28, 1, 
2020/11/18, , 29, 8, 24, 1, 
2020/11/19, , 30, 13, 19, 1, 
2020/11/20, , 24, 19, 21, , 
2020/11/21, , 26, 22, 21, 1, 
2020/11/22, , 25, 16, 27, 1, 
2020/11/23, , 28, 14, 28, 1, 
2020/11/24, , 29, 12, 36, 1, 
2020/11/25, , 33, 21, 24, , 
2020/11/26, , 29, 24, 14, , 
2020/11/27, , 22, 22, 13, , 
2020/11/28, , 16, 16, 20, 1, 
2020/11/29, , 16, 15, 20, , 
2020/11/30, , 22, 10, 14, 1, 
2020/12/1, , 18, 10, 16, , 
2020/12/2, , 15, 17, 16, , 
2020/12/3, , 13, 14, 24, 1, 
2020/12/4, , 16, 18, 13, , 
2020/12/5, , 13, 18, 6, , 
2020/12/6, , 9, 19, 18, , 
2020/12/7, , 9, 17, 11, , 
2020/12/8, , 9, 16, 13, , 
2020/12/9, , 10, 13, 21, 1, 
2020/12/10, , 13, 10, 25, , 
2020/12/11, , 21, 20, 11, , 
2020/12/12, , 15, 17, 18, , 
2020/12/13, , 11, 1, 36, 1, 
2020/12/14, , 27, 10, 27, 1, 
2020/12/15, , 41, 9, 28, , 
2020/12/16, , 24, 7, 30, , 
2020/12/17, , 28, 10, 26, , 
2020/12/18, , 28, 16, 20, , 
2020/12/19, , 25, 17, 11, , 
2020/12/20, , 18, 10, 19, , 
2020/12/21, , 13, 7, 19, , 
2020/12/22, , 19, 12, 22, , 
2020/12/23, , 23, 18, 18, , 
2020/12/24, , 23, 22, 7, , 
2020/12/25, , 11, 22, 10, , 
2020/12/26, , 6, 20, 9, , 
2020/12/27, , 8, 19, 11, , 
2020/12/28, , 10, 18, 8, , 
2020/12/29, , 11, 21, 11, , 
2020/12/30, , 10, 16, 12, , 
2020/12/31, , 11, 17, 10, 1, 
2021/1/1, , 10, 17, 9, , 
2021/1/2, , 8, 20, 14, 1, 
2021/1/3, , 11, 15, 16, , 
2020/7/1, , 24, 26, 14, , 
2020/7/2, , 28, 17, 14, , 
2020/7/3, , 20, 27, 9, , 
2020/7/4, , 19, 28, 16, , 
2020/7/5, , 20, 34, 23, , 
2020/7/6, , 26, 26, 14, , 
2020/7/7, , 25, 26, 22, , 
2020/7/8, , 27, 26, 19, , 
2020/7/9, , 24, 30, 24, , 
2020/7/10, , 26, 34, 14, , 
2020/7/11, , 25, 35, 12, , 
2020/7/12, , 22, 26, 20, , 
2020/7/13, , 20, 38, 18, , 
2020/7/14, , 20, 35, 14, , 
2020/7/15, , 24, 23, 16, , 
2020/7/16, , 23, 22, 16, , 
2020/7/17, , 23, 30, 11, , 
2020/7/18, , 20, 27, 7, , 
2020/7/19, , 19, 20, 14, , 
2020/7/20, , 19, 18, 17, , 
2020/7/21, , 20, 21, 22, , 
2020/7/22, , 20, 35, 27, , 
2020/7/23, , 24, 33, 23, , 
2020/7/24, , 30, 36, 9, , 
2020/7/25, , 25, 38, 7, , 
2020/7/26, , 20, 24, 15, , 
2020/7/27, , 21, 27, 18, , 
2020/7/28, , 27, 29, 16, , 
2020/7/29, , 27, 27, 24, , 
2020/7/30, , 26, 22, 24, , 
2020/7/31, , 28, 33, 20, , 
2020/8/1, , 29, 28, 7, , 
2020/8/2, , 26, 18, 12, , 
2020/8/3, , 21, 18, 12, , 
2020/8/4, , 17, 26, 13, , 
2020/8/5, , 20, 28, 14, , 
2020/8/6, , 21, 25, 18, , 
2020/8/7, , 22, 33, 16, , 
2020/8/8, , 23, 41, 17, , 
2020/8/9, , 22, 27, 22, , 
2020/8/10, , 25, 29, 18, , 
2020/8/11, , 26, 33, 13, , 
2020/8/12, , 26, 29, 13, , 
2020/8/13, , 34, 28, 14, , 
2020/8/14, , 34, 29, 7, , 
2020/8/15, , 26, 34, 7, , 
2020/8/16, , 27, 26, 12, , 
2020/8/17, , 22, 28, 13, , 
2020/8/18, , 21, 27, 12, , 
2020/8/19, , 22, 24, 13, , 
2020/8/20, , 22, 26, 9, , 
2020/8/21, , 23, 25, 9, , 
2020/8/22, , 26, 24, 9, , 
2020/8/23, , 18, 24, 12, , 
2020/8/24, , 20, 23, 12, , 
2020/8/25, , 22, 22, 11, , 
2020/8/26, , 23, 22, 13, , 
2020/8/27, , 20, 23, 14, , 
2020/8/28, , 21, 18, 9, , 
2020/8/29, , 14, 26, 8, , 
2020/8/30, , 10, 24, 13, , 
2020/8/31, , 11, 25, 21, , 
2020/9/1, , 14, 30, 16, , 
2020/9/2, , 17, 29, 20, , 
2020/9/3, , 17, 28, 22, , 
2020/9/4, , 20, 34, 12, , 
2020/9/5, , 18, 36, 13, , 
2020/9/6, , 17, 22, 12, , 
2020/9/7, , 18, 25, 21, , 
2020/9/8, , 15, 21, 24, , 
2020/9/9, , 18, 28, 21, , 
2020/9/10, , 16, 36, 15, 1, 
2020/9/11, , 13, 31, 21, , 
2020/9/13, , 20, 26, 33, , 
2020/9/14, , 27, 24, 21, , 
2020/9/15, , 25, 24, 24, 1, 
2020/9/16, , 26, 22, 28, , 
2020/9/17, , 34, 16, 29, , 
2020/9/18, , 34, 26, 17, , 
2020/9/19, , 28, 26, 9, , 
2020/9/20, , 14, 18, 23, , 
2020/9/21, , 12, 25, 22, , 
2020/9/22, , 15, 26, 23, , 
2020/9/23, , 16, 24, 16, , 
2020/9/24, , 18, 22, 8, , 
2020/9/25, , 17, 24, 7, , 
2020/9/26, , 18, 20, 11, , 
2020/9/27, , 9, 20, 17, , 
2020/9/28, , 14, 25, 23, , 
2020/9/29, , 20, 25, 22, , 
2020/9/30, , 22, 26, 21, , 
2020/4/1, , 15, 35, 6, , 
2020/4/2, , 12, 37, 14, , 
2020/4/3, , 17, 37, 14, , 
2020/4/4, , 16, 41, 10, , 
2020/4/5, , 14, 40, 14, , 
2020/4/6, , 14, 44, 14, , 
2020/4/7, , 15, 42, 15, , 
2020/4/8, , 15, 39, 13, , 
2020/4/9, , 16, 43, 15, , 
2020/4/10, , 19, 42, 10, , 
2020/4/11, , 20, 43, 7, , 
2020/4/12, , 19, 38, 4, , 
2020/4/13, , 15, 35, 9, , 
2020/4/14, , 9, 36, 10, , 
2020/4/15, , 18, 33, 6, , 
2020/4/16, , 25, 26, 11, , 
2020/4/17, , 25, 32, 7, , 
2020/4/18, , 22, 26, 5, , 
2020/4/19, , 16, 17, 12, , 
2020/4/20, , 7, 30, 9, , 
2020/4/21, , 6, 31, 5, , 
2020/4/22, , 9, 34, 7, , 
2020/4/23, , 14, 34, 13, , 
2020/4/24, , 17, 37, 8, , 
2020/4/25, , 15, 33, 6, , 
2020/4/26, , 11, 28, 7, , 
2020/4/27, , 11, 29, 4, , 
2020/4/28, , 12, 32, 6, , 
2020/4/29, , 11, 31, 10, , 
2020/4/30, , 16, 20, 5, , 
2020/5/1, , 15, 29, 6, , 
2020/5/2, , 14, 20, 9, , 
2020/5/3, , 13, 23, 17, 1, 
2020/5/4, , 16, 26, 16, , 
2020/5/5, , 20, 29, 17, , 
2020/5/6, , 23, 34, 13, 1, 
2020/5/7, , 22, 32, 7, , 
2020/5/8, , 17, 31, 5, , 
2020/5/9, , 20, 28, 4, , 
2020/5/10, , 26, 27, 6, , 
2020/5/11, , 15, 28, 9, , 
2020/5/12, , 15, 33, 8, , 
2020/5/13, , 12, 24, 10, , 
2020/5/14, , 16, 34, 8, , 
2020/5/15, , 13, 22, 7, , 
2020/5/16, , 11, 30, 4, , 
2020/5/17, , 10, 34, 14, , 
2020/5/18, , 18, 33, 20, , 
2020/5/19, , 24, 37, 24, , 
2020/5/20, , 29, 34, 23, , 
2020/5/21, , 34, 37, 18, , 
2020/5/22, , 32, 33, 11, , 
2020/5/23, , 24, 27, 5, , 
2020/5/24, , 19, 25, 14, , 
2020/5/25, , 24, 33, 23, , 
2020/5/26, , 28, 39, 13, , 
2020/5/27, , 27, 28, 10, , 
2020/5/28, , 22, 29, 13, , 
2020/5/29, , 26, 30, 8, , 
2020/5/30, , 22, 33, 7, , 
2020/5/31, , 14, 31, 10, , 
2020/6/1, , 15, 26, 19, , 
2020/6/2, , 17, 25, 12, , 
2020/6/3, , 19, 31, 11, , 
2020/6/4, , 18, 31, 11, , 
2020/6/5, , 17, 32, 10, , 
2020/6/6, , 19, 24, 5, , 
2020/6/7, , 18, 21, 11, , 
2020/6/8, , 10, 22, 13, , 
2020/6/9, , 14, 31, 16, , 
2020/6/10, , 15, 26, 13, , 
2020/6/11, , 16, 30, 12, , 
2020/6/12, , 26, 31, 11, , 
2020/6/13, , 20, 32, 8, , 
2020/6/14, , 15, 26, 16, , 
2020/6/15, , 21, 19, 15, , 
2020/6/16, , 20, 26, 16, , 
2020/6/17, , 14, 25, 12, , 
2020/6/18, , 14, 25, 18, , 
2020/6/19, , 13, 24, 12, , 
2020/6/20, , 17, 27, 13, , 
2020/6/21, , 20, 19, 22, , 
2020/6/22, , 21, 19, 14, , 
2020/6/23, , 23, 26, 9, , 
2020/6/24, , 60, 23, 21, , 
2020/6/25, , 23, 30, 27, , 
2020/6/26, , 23, 23, 13, , 
2020/6/27, , 23, 27, 10, , 
2020/6/28, , 30, 21, 17, , 
2020/6/29, , 30, 19, 18, , 
2020/6/30, , 26, 20, 20, , 
2020/1/1, , 16, 12, 21, , 
2020/1/2, , 17, 10, 20, , 
2020/1/3, , 19, 10, 19, , 
2020/1/4, , 21, 9, 19, , 
2020/1/5, , 14, 16, 24, , 
2020/1/6, , 18, 6, 27, , 
2020/1/7, , 23, 7, 38, 1, 
2020/1/8, , 30, 16, 31, 1, 
2020/1/9, , 30, 7, 32, , 
2020/1/10, , 19, 12, 18, , 
2020/1/11, , 14, 15, 24, , 
2020/1/12, , 13, 18, 23, , 
2020/1/13, , 14, 12, 33, , 
2020/1/14, , 22, 10, 40, 1, 
2020/1/15, , 34, 8, 37, 1, 
2020/1/16, , 35, 19, 27, , 
2020/1/17, , 28, 17, 21, , 
2020/1/18, , 18, 28, 13, , 
2020/1/19, , 13, 28, 11, , 
2020/1/20, , 12, 29, 10, , 
2020/1/21, , 15, 27, 19, , 
2020/1/22, , 33, 24, 25, 1, 
2020/1/23, , 50, 6, 32, 1, 
2020/1/24, , 60, 14, 26, , 
2020/1/25, , 74, 16, 18, , 
2020/1/26, , 56, 14, 21, , 
2020/1/27, , 26, 15, 21, , 
2020/1/28, , 18, 6, 33, 1, 
2020/1/29, , 21, 9, 30, , 
2020/1/30, , 26, 4, 37, 1, 
2020/1/31, , 28, 7, 26, 1, 
2020/2/1, , 31, 14, 19, 1, 
2020/2/2, , 24, 4, 31, 1, 
2020/2/3, , 21, 12, 18, , 
2020/2/4, , 43, 17, 22, 1, 
2020/2/5, , 28, 21, 27, , 
2020/2/6, , 25, 12, 36, 1, 
2020/2/7, , 26, 16, 28, , 
2020/2/8, , 25, 26, 20, , 
2020/2/9, , 25, 15, 22, , 
2020/2/10, , 22, 17, 24, , 
2020/2/11, , 24, 16, 18, , 
2020/2/12, , 23, 17, 21, , 
2020/2/13, , 21, 14, 27, 1, 
2020/2/14, , 31, 23, 17, , 
2020/2/15, , 30, 26, 10, , 
2020/2/16, , 19, 19, 23, , 
2020/2/17, , 23, 21, 20, , 
2020/2/18, , 22, 14, 25, , 
2020/2/19, , 17, 20, 22, , 
2020/2/20, , 21, 23, 29, 1, 
2020/2/21, , 29, 27, 24, 1, 
2020/2/22, , 29, 28, 24, , 
2020/2/23, , 31, 21, 30, 1, 
2020/2/24, , 34, 21, 27, , 
2020/2/25, , 35, 26, 16, , 
2020/2/26, , 29, 22, 12, , 
2020/2/27, , 24, 19, 21, , 
2020/2/28, , 27, 24, 18, , 
2020/2/29, , 41, 27, 13, , 
2020/3/1, , 56, 49, 12, 12, 
2020/3/2, , 26, 22, 15, , 
2020/3/3, , 14, 21, 26, , 
2020/3/4, , 19, 25, 20, , 
2020/3/5, , 27, 23, 13, , 
2020/3/6, , 22, 27, 12, , 
2020/3/7, , 14, 26, 16, , 
2020/3/8, , 16, 22, 19, 1, 
2020/3/9, , 19, 22, 17, , 
2020/3/10, , 22, 21, 28, , 
2020/3/11, , 29, 31, 30, , 
2020/3/12, , 36, 21, 25, , 
2020/3/13, , 27, 26, 18, , 
2020/3/14, , 24, 32, 10, , 
2020/3/15, , 19, 32, 7, , 
2020/3/16, , 18, 31, 10, , 
2020/3/17, , 23, 29, 17, , 
2020/3/18, , 25, 39, 13, , 
2020/3/19, , 21, 36, 8, 1, 
2020/3/20, , 17, 38, 6, 1, 
2020/3/21, , 15, 35, 4, 1, 
2020/3/22, , 23, 31, 7, , 
2020/3/23, , 20, 34, 4, , 
2020/3/24, , 23, 31, 8, , 
2020/3/25, , 19, 32, 8, 1, 
2020/3/26, , 12, 31, 11, 1, 
2020/3/27, , 12, 34, 9, 1, 
2020/3/28, , 13, 12, 17, 1, 
2020/3/29, , 14, , , , 
2019/10/1, , 26, 21, 23, 1, 
2019/10/2, , 29, 16, 23, , 
2019/10/3, , 23, 20, 30, , 
2019/10/4, , 27, 16, 21, , 
2019/10/5, , 28, 15, 19, , 
2019/10/6, , 26, 17, 23, , 
2019/10/7, , 23, 21, 25, , 
2019/10/8, , 33, 14, 25, , 
2019/10/9, , 29, 13, 21, , 
2019/10/10, , 21, 15, 26, , 
2019/10/11, , 27, 17, 26, , 
2019/10/12, , 27, 27, 13, , 
2019/10/13, , 22, 23, 22, , 
2019/10/14, , 28, 23, 15, , 
2019/10/15, , 25, 22, 23, , 
2019/10/16, , 17, 19, 33, 1, 
2019/10/17, , 26, 23, 25, , 
2019/10/18, , 27, 20, 28, 1, 
2019/10/19, , 30, 22, 16, , 
2019/10/20, , 26, 16, 23, , 
2019/10/21, , 18, 18, 20, , 
2019/10/22, , 17, 18, 26, , 
2019/10/23, , 20, 14, 23, 1, 
2019/10/24, , 21, 15, 27, 1, 
2019/10/25, , 18, 19, 29, 1, 
2019/10/26, , 24, 20, 27, , 
2019/10/27, , 24, 11, 31, , 
2019/10/28, , 25, 9, 29, 1, 
2019/10/29, , 27, 8, 37, 2, 
2019/10/30, , 38, 10, 30, 2, 
2019/10/31, , 30, 14, 22, 1, 
2019/11/1, , 24, 11, 19, 1, 
2019/11/2, , 19, 23, 10, 1, 
2019/11/3, , 15, 21, 21, 1, 
2019/11/4, , 17, 21, 12, 1, 
2019/11/5, , 17, 19, 15, 1, 
2019/11/6, , 13, 12, 21, 1, 
2019/11/7, , 14, 19, 15, 1, 
2019/11/8, , 13, 17, 15, , 
2019/11/9, , 12, 16, 13, 1, 
2019/11/10, , 9, 13, 17, 1, 
2019/11/11, , 10, 14, 18, 1, 
2019/11/12, , 15, 13, 25, 1, 
2019/11/13, , 17, 8, 32, 1, 
2019/11/14, , 20, 11, 23, 1, 
2019/11/15, , 17, 13, 17, 1, 
2019/11/16, , 13, 18, 14, 1, 
2019/11/17, , 10, 11, 22, 1, 
2019/11/18, , 14, 13, 24, 1, 
2019/11/19, , 16, 8, 34, 2, 
2019/11/21, , 16, 8, 33, 1, 
2019/11/22, , 20, 21, 15, , 
2019/11/23, , 17, 21, 16, , 
2019/11/24, , 9, 17, 26, 2, 
2019/11/25, , 16, 9, 30, 2, 
2019/11/26, , 28, 17, 27, 1, 
2019/11/27, , 22, 15, 26, , 
2019/11/28, , 19, 17, 24, , 
2019/11/29, , 16, 12, 26, , 
2019/11/30, , 18, 20, 23, 1, 
2019/12/1, , 17, 7, 28, 1, 
2019/12/2, , 16, , 22, , 
2019/12/3, , 22, , 18, 3, 
2019/12/4, , 18, , 26, , 
2019/12/5, , 9, , 23, , 
2019/12/6, , 14, , 21, , 
2019/12/7, , 15, , 16, , 
2019/12/8, , 17, 15, 17, , 
2019/12/9, , 12, 14, 28, , 
2019/12/10, , 17, 11, 25, , 
2019/12/11, , 21, 18, 16, , 
2019/12/12, , 16, 19, 16, , 
2019/12/13, , 11, 23, 14, , 
2019/12/14, , 13, 19, 18, , 
2019/12/15, , 10, 7, 36, 1, 
2019/12/16, , 21, 7, 32, 1, 
2019/12/17, , 43, 9, 30, , 
2019/12/18, , 88, 6, 29, 1, 
2019/12/19, , 61, 14, 27, , 
2019/12/20, , 36, 18, 24, 1, 
2019/12/21, , 19, 29, 9, 1, 
2019/12/22, , 15, 26, 20, 1, 
2019/12/23, , 12, 12, 22, 1, 
2019/12/24, , 18, 7, 30, 1, 
2019/12/25, , 21, 13, 21, 1, 
2019/12/26, , 25, 15, 18, 1, 
2019/12/27, , 14, 10, 26, 3, 
2019/12/28, , 21, 10, 20, , 
2019/12/29, , 21, , , , 
2019/7/1, , 36, 26, 24, , 
2019/7/2, , 34, 19, 30, 1, 
2019/7/3, , 38, 30, 40, 3, 
2019/7/4, , 36, 30, 31, 1, 
2019/7/5, , 33, 24, 36, 3, 
2019/7/6, , 43, 23, 17, , 
2019/7/7, , 53, 25, 21, 1, 
2019/7/9, , 31, 32, 22, 1, 
2019/7/10, , 27, 29, 31, 2, 
2019/7/11, , 32, 24, 25, 2, 
2019/7/12, , 32, 29, 30, 2, 
2019/7/13, , 26, 29, 18, , 
2019/7/14, , 22, 26, 22, 1, 
2019/7/15, , 21, 29, 22, 1, 
2019/7/16, , 24, 26, 21, 1, 
2019/7/17, , 21, 28, 26, 1, 
2019/7/18, , 21, 22, 27, 1, 
2019/7/19, , 24, 27, 21, 1, 
2019/7/20, , 21, 26, 18, 2, 
2019/7/21, , 21, 17, 35, 2, 
2019/7/22, , 27, 20, 36, 2, 
2019/7/23, , 33, 22, 27, 1, 
2019/7/24, , 29, 13, 30, 1, 
2019/7/25, , 27, 22, 35, 2, 
2019/7/26, , 29, 28, 18, , 
2019/7/27, , 25, 26, 12, 1, 
2019/7/28, , 14, 21, 22, 1, 
2019/7/29, , 18, 21, 22, 1, 
2019/7/30, , 26, 23, 20, 1, 
2019/7/31, , 27, 19, 21, , 
2019/8/1, , 26, 36, 25, 1, 
2019/8/2, , 26, 38, 18, 1, 
2019/8/3, , 22, 36, 14, 1, 
2019/8/4, , 21, 30, 30, 2, 
2019/8/5, , 24, 29, 19, 1, 
2019/8/6, , 26, 27, 18, , 
2019/8/7, , 31, 21, 18, , 
2019/8/8, , 33, 22, 20, , 
2019/8/9, , 41, 26, 15, , 
2019/8/10, , 35, 29, 13, 1, 
2019/8/11, , 25, 29, 14, , 
2019/8/12, , 20, 27, 13, , 
2019/8/13, , 17, 27, 15, , 
2019/8/14, , 20, 25, 16, , 
2019/8/15, , 23, 23, 15, , 
2019/8/16, , 20, 24, 12, , 
2019/8/17, , 19, 24, 14, , 
2019/8/18, , 19, 21, 12, , 
2019/8/19, , 21, 28, 14, , 
2019/8/20, , 17, 28, 15, 1, 
2019/8/21, , 18, 32, 17, 1, 
2019/8/22, , 19, 29, 27, 1, 
2019/8/23, , 20, 40, 32, 2, 
2019/8/24, , 26, 34, 14, 1, 
2019/8/25, , 26, 26, 29, 2, 
2019/8/26, , 26, 22, 22, , 
2019/8/27, , 28, 27, 25, 1, 
2019/8/28, , 23, 31, 25, 1, 
2019/8/29, , 24, 26, 35, 1, 
2019/8/30, , 25, 39, 21, , 
2019/8/31, , 26, 26, 25, 1, 
2019/9/1, , 20, 23, 22, 1, 
2019/9/2, , 19, 24, 23, 1, 
2019/9/3, , 18, 28, 30, 2, 
2019/9/4, , 23, 23, 21, 1, 
2019/9/5, , 24, 19, 25, 1, 
2019/9/6, , 23, 29, 16, 1, 
2019/9/7, , 21, 24, 15, , 
2019/9/8, , 19, 21, 20, , 
2019/9/9, , 17, 23, 25, , 
2019/9/10, , 17, 30, 15, , 
2019/9/11, , 12, 32, 34, 1, 
2019/9/12, , 22, 31, 37, 1, 
2019/9/13, , 30, 40, 26, , 
2019/9/14, , 25, 35, 23, , 
2019/9/15, , 24, 26, 40, 1, 
2019/9/16, , 27, 20, 47, 2, 
2019/9/17, , 36, 36, 40, 1, 
2019/9/18, , 41, 29, 29, 1, 
2019/9/19, , 34, 31, 27, , 
2019/9/20, , 27, 24, 20, , 
2019/9/21, , 28, 25, 17, , 
2019/9/22, , 24, 19, 19, , 
2019/9/23, , 20, 28, 20, , 
2019/9/24, , 20, 23, 24, 1, 
2019/9/25, , 25, 19, 25, 1, 
2019/9/26, , 24, 16, 32, , 
2019/9/27, , 30, 19, 21, , 
2019/9/28, , 30, 28, 16, , 
2019/9/29, , 23, 12, 25, , 
2019/9/30, , 29, 25, 22, , 
2019/5/5, , 16, 36, 14, 1, 
2019/5/6, , 21, 31, 21, 1, 
2019/5/7, , 25, 26, 22, , 
2019/5/8, , 31, 32, 21, 1, 
2019/5/9, , 32, 29, 24, 1, 
2019/5/10, , 28, 31, 30, 1, 
2019/5/11, , 28, 28, 20, , 
2019/5/12, , 20, 32, 15, , 
2019/5/13, , 21, 32, 22, , 
2019/5/14, , 32, 31, 29, 1, 
2019/5/15, , 35, 38, 21, , 
2019/5/16, , 31, 34, 30, 1, 
2019/5/17, , 24, 29, 31, , 
2019/5/18, , 14, 29, 18, , 
2019/5/19, , 10, 30, 19, 2, 
2019/5/20, , 14, 29, 22, 1, 
2019/5/21, , 23, 28, 34, 1, 
2019/5/22, , 25, 28, 24, 1, 
2019/5/24, , 23, 21, 36, , 
2019/5/25, , 15, 21, 24, 1, 
2019/5/26, , 18, 22, 22, 1, 
